asin,reviewer_id,rating,review_text
B007255,3173,2,Review text 23081
B007660,1245,2,Review text 23082
B006598,268,4,Review text 23083
B009198,1390,3,Review text 23084
B007010,4290,1,Review text 23085
B001962,1545,3,Review text 23086
B002634,3746,2,Review text 23087
B005009,4056,5,Review text 23088
B001595,2120,4,Review text 23089
B000466,4057,5,Review text 23090
B006143,1163,2,Review text 23091
B006330,4747,4,Review text 23092
B006016,4763,3,Review text 23093
B002292,1247,2,Review text 23094
B009614,419,4,Review text 23095
B002777,4317,3,Review text 23096
B006770,4581,3,Review text 23097
B006449,1332,4,Review text 23098
B008825,1212,1,Review text 23099
B002155,672,5,Review text 23100
B006090,1274,5,Review text 23101
B009855,117,2,Review text 23102
B000721,4537,4,Review text 23103
B000355,1269,5,Review text 23104
B008482,4679,3,Review text 23105
B006616,4205,1,Review text 23106
B006185,273,2,Review text 23107
B009494,143,2,Review text 23108
B008688,904,3,Review text 23109
B006556,4780,4,Review text 23110
B008688,383,4,Review text 23111
B008490,2979,3,Review text 23112
B007970,4753,5,Review text 23113
B001714,3307,1,Review text 23114
B006343,1994,3,Review text 23115
B001399,3432,5,Review text 23116
B008285,2216,5,Review text 23117
B000226,757,5,Review text 23118
B007502,850,2,Review text 23119
B008734,3566,4,Review text 23120
B007494,4469,4,Review text 23121
B001234,4022,2,Review text 23122
B001554,3720,2,Review text 23123
B005378,1900,4,Review text 23124
B004859,755,5,Review text 23125
B005289,2667,1,Review text 23126
B004587,1593,4,Review text 23127
B008879,1286,3,Review text 23128
B008611,2560,3,Review text 23129
B009767,2106,2,Review text 23130
B004165,4072,1,Review text 23131
B009409,2897,3,Review text 23132
B008244,622,1,Review text 23133
B002167,551,2,Review text 23134
B002813,2813,2,Review text 23135
B001896,873,4,Review text 23136
B006457,3033,1,Review text 23137
B009517,2102,5,Review text 23138
B009298,1622,3,Review text 23139
B008302,3906,4,Review text 23140
B008512,503,1,Review text 23141
B008519,988,2,Review text 23142
B000021,4654,3,Review text 23143
B004381,1571,4,Review text 23144
B006778,2502,1,Review text 23145
B004249,4383,4,Review text 23146
B000127,913,4,Review text 23147
B009287,515,1,Review text 23148
B009654,677,1,Review text 23149
B000167,49,2,Review text 23150
B001582,4387,1,Review text 23151
B009211,2720,1,Review text 23152
B009561,4818,5,Review text 23153
B002815,2010,2,Review text 23154
B002672,1281,3,Review text 23155
B008848,4116,2,Review text 23156
B005303,4119,3,Review text 23157
B006858,3070,5,Review text 23158
B008148,2161,5,Review text 23159
B003631,735,1,Review text 23160
B005985,799,4,Review text 23161
B004805,54,4,Review text 23162
B003062,3507,1,Review text 23163
B001460,1485,1,Review text 23164
B009141,2374,4,Review text 23165
B005866,2024,2,Review text 23166
B002123,3269,1,Review text 23167
B008931,3959,3,Review text 23168
B004821,1516,3,Review text 23169
B003119,3051,3,Review text 23170
B006526,1255,3,Review text 23171
B009800,4574,2,Review text 23172
B000277,193,3,Review text 23173
B004492,2316,4,Review text 23174
B001159,3518,4,Review text 23175
B004701,3088,1,Review text 23176
B004895,3158,2,Review text 23177
B008411,148,3,Review text 23178
B000348,3320,3,Review text 23179
B008372,2087,5,Review text 23180
B005564,3083,5,Review text 23181
B004979,1321,3,Review text 23182
B003429,1659,4,Review text 23183
B008237,4595,2,Review text 23184
B007170,3328,2,Review text 23185
B003934,4083,4,Review text 23186
B003173,2885,4,Review text 23187
B001156,4209,1,Review text 23188
B007001,3612,5,Review text 23189
B009578,4581,1,Review text 23190
B006052,4252,2,Review text 23191
B005040,547,3,Review text 23192
B006432,2868,3,Review text 23193
B008001,3279,1,Review text 23194
B002944,2493,4,Review text 23195
B007804,3835,1,Review text 23196
B004930,1050,5,Review text 23197
B002615,3266,1,Review text 23198
B002376,4430,5,Review text 23199
B004432,3202,2,Review text 23200
B008649,4745,1,Review text 23201
B006945,1834,3,Review text 23202
B004531,4988,4,Review text 23203
B008811,2377,1,Review text 23204
B003555,326,5,Review text 23205
B001211,2675,4,Review text 23206
B002084,1415,1,Review text 23207
B007993,2983,5,Review text 23208
B000055,2920,4,Review text 23209
B005239,30,5,Review text 23210
B000011,3865,4,Review text 23211
B004750,2016,4,Review text 23212
B007681,1527,4,Review text 23213
B004407,171,1,Review text 23214
B009551,3266,3,Review text 23215
B000472,1957,2,Review text 23216
B000569,2095,2,Review text 23217
B000486,1651,1,Review text 23218
B003288,3088,5,Review text 23219
B008101,1541,1,Review text 23220
B009321,4709,3,Review text 23221
B007444,2281,4,Review text 23222
B004841,1597,4,Review text 23223
B007121,3985,4,Review text 23224
B001364,1332,3,Review text 23225
B009752,3836,4,Review text 23226
B006595,1834,2,Review text 23227
B001430,2057,2,Review text 23228
B005864,2503,5,Review text 23229
B009163,4323,3,Review text 23230
B001248,4688,1,Review text 23231
B002623,3692,1,Review text 23232
B000723,1435,4,Review text 23233
B007983,3418,2,Review text 23234
B003746,2571,3,Review text 23235
B005419,3138,3,Review text 23236
B006201,4636,2,Review text 23237
B002214,51,2,Review text 23238
B001945,1438,2,Review text 23239
B005057,619,5,Review text 23240
B009380,2023,3,Review text 23241
B007133,1408,2,Review text 23242
B004999,4015,3,Review text 23243
B007147,3721,4,Review text 23244
B009067,2908,4,Review text 23245
B003670,4323,5,Review text 23246
B007742,4410,4,Review text 23247
B002877,2952,1,Review text 23248
B004261,68,1,Review text 23249
B004978,1368,4,Review text 23250
B009506,265,4,Review text 23251
B009460,3681,4,Review text 23252
B005696,2557,5,Review text 23253
B004345,3898,5,Review text 23254
B005462,3593,4,Review text 23255
B004324,4170,1,Review text 23256
B006656,4307,4,Review text 23257
B007729,2671,4,Review text 23258
B005349,3073,1,Review text 23259
B001218,449,1,Review text 23260
B005078,1123,2,Review text 23261
B006586,190,1,Review text 23262
B001748,32,2,Review text 23263
B000334,4205,3,Review text 23264
B001556,2179,4,Review text 23265
B001499,1745,5,Review text 23266
B000254,4381,3,Review text 23267
B007087,2268,3,Review text 23268
B002033,1327,1,Review text 23269
B005670,4371,1,Review text 23270
B005771,1361,1,Review text 23271
B001073,3010,2,Review text 23272
B003588,4226,1,Review text 23273
B001367,1794,2,Review text 23274
B009505,4008,5,Review text 23275
B009883,1879,4,Review text 23276
B001234,3313,2,Review text 23277
B007392,3170,3,Review text 23278
B004631,772,2,Review text 23279
B005688,703,5,Review text 23280
B005361,4095,2,Review text 23281
B002203,4279,1,Review text 23282
B003719,3049,5,Review text 23283
B001617,4948,2,Review text 23284
B002482,79,5,Review text 23285
B009151,3520,1,Review text 23286
B000146,313,3,Review text 23287
B008017,1261,4,Review text 23288
B005168,2078,2,Review text 23289
B007735,63,3,Review text 23290
B006750,3958,1,Review text 23291
B009466,3418,5,Review text 23292
B003523,887,2,Review text 23293
B006614,1369,3,Review text 23294
B006991,376,5,Review text 23295
B005456,1447,1,Review text 23296
B005639,2574,5,Review text 23297
B003882,495,4,Review text 23298
B005409,1771,1,Review text 23299
B005906,615,4,Review text 23300
B009530,3346,1,Review text 23301
B009901,4091,1,Review text 23302
B000680,4758,4,Review text 23303
B005157,690,5,Review text 23304
B002165,2835,2,Review text 23305
B003980,971,1,Review text 23306
B005888,4685,3,Review text 23307
B005455,752,2,Review text 23308
B003138,4,3,Review text 23309
B001292,1631,5,Review text 23310
B002229,1949,5,Review text 23311
B002651,4235,5,Review text 23312
B000311,344,5,Review text 23313
B004147,4562,1,Review text 23314
B009422,4408,2,Review text 23315
B005681,3099,3,Review text 23316
B002409,3424,4,Review text 23317
B007664,374,4,Review text 23318
B000276,2201,1,Review text 23319
B005218,4797,2,Review text 23320
B002496,4222,3,Review text 23321
B001559,975,1,Review text 23322
B006271,1485,1,Review text 23323
B004806,4317,5,Review text 23324
B003214,2583,2,Review text 23325
B001698,3863,1,Review text 23326
B009556,870,4,Review text 23327
B006443,2374,2,Review text 23328
B004457,4982,4,Review text 23329
B006776,205,1,Review text 23330
B006618,2707,3,Review text 23331
B005209,3987,2,Review text 23332
B002072,1207,3,Review text 23333
B003134,675,3,Review text 23334
B004676,622,5,Review text 23335
B005648,1332,5,Review text 23336
B008484,3345,4,Review text 23337
B000072,4383,3,Review text 23338
B005010,4974,2,Review text 23339
B004984,105,1,Review text 23340
B000599,4686,1,Review text 23341
B006413,1092,4,Review text 23342
B007850,2885,1,Review text 23343
B007415,4441,4,Review text 23344
B009182,323,5,Review text 23345
B005735,1129,5,Review text 23346
B000083,627,2,Review text 23347
B005879,2626,4,Review text 23348
B009262,3660,4,Review text 23349
B006305,2958,3,Review text 23350
B001673,4304,2,Review text 23351
B003951,2508,4,Review text 23352
B003913,1236,1,Review text 23353
B009179,4161,1,Review text 23354
B002341,2863,5,Review text 23355
B008558,4155,3,Review text 23356
B005893,112,1,Review text 23357
B003613,3727,5,Review text 23358
B002758,864,1,Review text 23359
B009206,706,3,Review text 23360
B005744,2995,1,Review text 23361
B002698,739,1,Review text 23362
B002959,93,1,Review text 23363
B008104,1814,5,Review text 23364
B002282,2718,4,Review text 23365
B003112,4622,3,Review text 23366
B004669,3132,1,Review text 23367
B003168,3225,5,Review text 23368
B009473,4568,5,Review text 23369
B000897,1264,4,Review text 23370
B006909,2233,1,Review text 23371
B007627,3745,2,Review text 23372
B006816,994,1,Review text 23373
B000795,554,1,Review text 23374
B009411,3908,3,Review text 23375
B003023,3993,2,Review text 23376
B003377,412,2,Review text 23377
B009367,4147,2,Review text 23378
B001540,2166,1,Review text 23379
B000326,4791,1,Review text 23380
B009910,2152,1,Review text 23381
B003036,1470,4,Review text 23382
B004182,814,1,Review text 23383
B002950,409,3,Review text 23384
B004062,571,3,Review text 23385
B003895,4315,5,Review text 23386
B000703,396,1,Review text 23387
B006250,418,4,Review text 23388
B003622,4871,2,Review text 23389
B003135,4865,1,Review text 23390
B005492,203,1,Review text 23391
B004901,4899,1,Review text 23392
B001969,3300,2,Review text 23393
B004239,4240,2,Review text 23394
B009650,2037,4,Review text 23395
B003789,1544,2,Review text 23396
B007871,3016,4,Review text 23397
B007008,4401,5,Review text 23398
B007152,4035,3,Review text 23399
B000947,4901,4,Review text 23400
B008278,2370,1,Review text 23401
B000789,3237,5,Review text 23402
B006162,3651,1,Review text 23403
B007405,2055,2,Review text 23404
B002563,2176,5,Review text 23405
B002877,1836,5,Review text 23406
B002504,654,5,Review text 23407
B001990,4997,1,Review text 23408
B007290,379,1,Review text 23409
B004770,1542,2,Review text 23410
B008589,3319,4,Review text 23411
B007322,588,2,Review text 23412
B005192,2064,2,Review text 23413
B005267,861,2,Review text 23414
B008590,2097,4,Review text 23415
B008779,2284,5,Review text 23416
B008135,1332,5,Review text 23417
B002581,808,2,Review text 23418
B001249,3839,3,Review text 23419
B005983,3807,4,Review text 23420
B004967,1294,1,Review text 23421
B008849,1970,1,Review text 23422
B000620,4222,2,Review text 23423
B000443,989,1,Review text 23424
B005074,2108,5,Review text 23425
B007299,2086,2,Review text 23426
B006235,12,5,Review text 23427
B006859,3784,2,Review text 23428
B002394,4938,1,Review text 23429
B002137,3768,1,Review text 23430
B006951,2809,1,Review text 23431
B007423,870,5,Review text 23432
B002581,654,3,Review text 23433
B002500,1873,5,Review text 23434
B008836,2464,4,Review text 23435
B002401,199,1,Review text 23436
B003047,2657,2,Review text 23437
B004889,3747,1,Review text 23438
B009281,3462,3,Review text 23439
B001400,847,3,Review text 23440
B001476,197,1,Review text 23441
B005524,1296,3,Review text 23442
B008743,6,1,Review text 23443
B008037,617,5,Review text 23444
B007469,2997,3,Review text 23445
B006261,431,2,Review text 23446
B005856,2056,2,Review text 23447
B009042,1238,5,Review text 23448
B009834,4342,2,Review text 23449
B000246,4416,3,Review text 23450
B004142,2735,1,Review text 23451
B000470,1959,4,Review text 23452
B002058,3351,1,Review text 23453
B006330,2799,2,Review text 23454
B005456,4507,1,Review text 23455
B003739,1628,3,Review text 23456
B007030,4305,3,Review text 23457
B006889,2640,5,Review text 23458
B004375,3200,4,Review text 23459
B004916,1085,2,Review text 23460
B004907,1250,3,Review text 23461
B002044,785,5,Review text 23462
B008450,2211,2,Review text 23463
B005223,1304,4,Review text 23464
B008422,2999,5,Review text 23465
B009841,2607,1,Review text 23466
B004734,4943,4,Review text 23467
B008394,2898,3,Review text 23468
B001948,307,3,Review text 23469
B003402,4520,4,Review text 23470
B004841,1735,5,Review text 23471
B007085,3438,1,Review text 23472
B002777,83,2,Review text 23473
B009380,1482,4,Review text 23474
B005414,2852,2,Review text 23475
B009574,2061,3,Review text 23476
B001360,4691,3,Review text 23477
B008648,4527,5,Review text 23478
B004923,2731,1,Review text 23479
B000590,4919,3,Review text 23480
B009999,3268,1,Review text 23481
B000849,4423,3,Review text 23482
B006152,4297,5,Review text 23483
B007110,3949,5,Review text 23484
B000115,4212,1,Review text 23485
B005457,4541,5,Review text 23486
B001176,2099,1,Review text 23487
B000977,1410,1,Review text 23488
B002732,2191,5,Review text 23489
B001951,703,3,Review text 23490
B001401,3394,4,Review text 23491
B003184,1622,4,Review text 23492
B001910,4439,5,Review text 23493
B002652,4007,1,Review text 23494
B001066,3174,2,Review text 23495
B009816,4555,4,Review text 23496
B000465,3277,2,Review text 23497
B004184,1631,1,Review text 23498
B006159,4186,1,Review text 23499
B005369,2782,2,Review text 23500
B001938,1763,1,Review text 23501
B007282,567,2,Review text 23502
B004281,533,3,Review text 23503
B005627,327,1,Review text 23504
B003787,4980,1,Review text 23505
B001233,1486,2,Review text 23506
B000285,4287,4,Review text 23507
B007090,528,5,Review text 23508
B001150,1613,2,Review text 23509
B006495,2031,5,Review text 23510
B000937,566,4,Review text 23511
B008913,2917,2,Review text 23512
B001986,1264,1,Review text 23513
B001677,32,3,Review text 23514
B004823,4361,4,Review text 23515
B006825,2737,5,Review text 23516
B007792,3093,4,Review text 23517
B002344,1161,4,Review text 23518
B007818,2890,1,Review text 23519
B001524,130,3,Review text 23520
B007331,4679,4,Review text 23521
B004724,3414,1,Review text 23522
B000342,761,5,Review text 23523
B002545,236,5,Review text 23524
B008988,2240,5,Review text 23525
B003028,2444,2,Review text 23526
B009097,861,4,Review text 23527
B002257,980,1,Review text 23528
B003861,3324,3,Review text 23529
B007952,4030,5,Review text 23530
B006596,3438,5,Review text 23531
B004947,4374,4,Review text 23532
B003777,785,4,Review text 23533
B001393,1793,5,Review text 23534
B002382,800,5,Review text 23535
B006952,4062,5,Review text 23536
B009417,2525,1,Review text 23537
B002861,2266,1,Review text 23538
B001832,3832,4,Review text 23539
B002859,3958,2,Review text 23540
B004667,3612,3,Review text 23541
B004141,3741,2,Review text 23542
B002666,1541,2,Review text 23543
B003256,3533,2,Review text 23544
B006861,2180,2,Review text 23545
B001173,425,4,Review text 23546
B006030,4257,4,Review text 23547
B003772,184,5,Review text 23548
B006015,1755,3,Review text 23549
B008412,900,2,Review text 23550
B009879,1370,1,Review text 23551
B003507,619,5,Review text 23552
B002665,2479,1,Review text 23553
B003432,3891,4,Review text 23554
B003521,4010,2,Review text 23555
B002854,4348,5,Review text 23556
B005324,4107,1,Review text 23557
B005836,2941,5,Review text 23558
B000800,1376,5,Review text 23559
B005191,4902,4,Review text 23560
B004208,1442,4,Review text 23561
B004581,1877,4,Review text 23562
B008380,99,3,Review text 23563
B008853,4967,1,Review text 23564
B008313,2322,3,Review text 23565
B002115,137,3,Review text 23566
B009020,1457,1,Review text 23567
B003487,1189,2,Review text 23568
B008946,4992,1,Review text 23569
B004217,1252,5,Review text 23570
B001272,437,5,Review text 23571
B006139,3346,4,Review text 23572
B003606,24,5,Review text 23573
B005198,3539,5,Review text 23574
B000199,386,2,Review text 23575
B008477,4154,2,Review text 23576
B006924,4125,2,Review text 23577
B007268,1174,5,Review text 23578
B009865,4877,3,Review text 23579
B006925,1325,2,Review text 23580
B000140,995,4,Review text 23581
B001335,1485,2,Review text 23582
B003637,784,1,Review text 23583
B008212,4737,2,Review text 23584
B004104,3487,1,Review text 23585
B002000,3788,1,Review text 23586
B008627,4761,2,Review text 23587
B008980,4091,2,Review text 23588
B008382,2048,4,Review text 23589
B002025,4936,3,Review text 23590
B003093,1633,4,Review text 23591
B000880,4075,1,Review text 23592
B003633,3374,4,Review text 23593
B000453,3625,3,Review text 23594
B008133,1007,5,Review text 23595
B005703,4363,2,Review text 23596
B001560,3324,3,Review text 23597
B002851,1771,2,Review text 23598
B008598,3382,2,Review text 23599
B006654,161,1,Review text 23600
B003400,1946,5,Review text 23601
B004290,4524,4,Review text 23602
B009787,3472,4,Review text 23603
B002462,4614,1,Review text 23604
B004600,956,4,Review text 23605
B007243,4908,2,Review text 23606
B005894,1395,5,Review text 23607
B008009,1898,3,Review text 23608
B007458,2402,4,Review text 23609
B003258,2397,5,Review text 23610
B005372,1823,2,Review text 23611
B008337,1112,4,Review text 23612
B005989,4101,5,Review text 23613
B002171,3194,5,Review text 23614
B008947,3627,3,Review text 23615
B008006,1570,5,Review text 23616
B000389,4123,1,Review text 23617
B008873,2491,5,Review text 23618
B008148,259,4,Review text 23619
B005372,3002,1,Review text 23620
B007844,704,1,Review text 23621
B008578,3504,4,Review text 23622
B002621,2384,2,Review text 23623
B002596,2581,3,Review text 23624
B000469,1185,5,Review text 23625
B001316,3949,3,Review text 23626
B006752,3267,2,Review text 23627
B000969,4565,5,Review text 23628
B008848,966,2,Review text 23629
B007706,4462,4,Review text 23630
B002951,2302,4,Review text 23631
B005658,708,2,Review text 23632
B007450,3143,4,Review text 23633
B008279,414,2,Review text 23634
B007237,4492,1,Review text 23635
B002226,4591,4,Review text 23636
B004421,638,2,Review text 23637
B004181,4448,1,Review text 23638
B004363,4866,4,Review text 23639
B008010,2325,5,Review text 23640
B000806,1598,3,Review text 23641
B007500,2947,5,Review text 23642
B003938,1708,4,Review text 23643
B004926,4678,3,Review text 23644
B008676,79,2,Review text 23645
B006418,232,1,Review text 23646
B003779,799,2,Review text 23647
B008707,290,3,Review text 23648
B001821,2396,3,Review text 23649
B001194,4483,3,Review text 23650
B006629,3213,5,Review text 23651
B003337,176,5,Review text 23652
B007204,4981,3,Review text 23653
B001084,4167,5,Review text 23654
B008868,1653,3,Review text 23655
B003447,1995,2,Review text 23656
B002065,3102,5,Review text 23657
B000890,4115,5,Review text 23658
B001734,96,5,Review text 23659
B009330,1050,5,Review text 23660
B000222,3251,2,Review text 23661
B005887,513,4,Review text 23662
B003458,1070,5,Review text 23663
B002255,1639,3,Review text 23664
B000689,4188,2,Review text 23665
B007652,4347,4,Review text 23666
B006435,3346,5,Review text 23667
B009524,4424,1,Review text 23668
B005883,681,2,Review text 23669
B002885,3001,4,Review text 23670
B003342,2771,3,Review text 23671
B000946,233,1,Review text 23672
B003277,2625,1,Review text 23673
B001090,4099,1,Review text 23674
B008379,3915,3,Review text 23675
B001064,2271,3,Review text 23676
B002129,1259,1,Review text 23677
B008613,2831,4,Review text 23678
B006596,1631,2,Review text 23679
B003929,320,5,Review text 23680
B003446,4629,3,Review text 23681
B002796,3462,3,Review text 23682
B005712,4339,4,Review text 23683
B000019,1648,5,Review text 23684
B000596,962,1,Review text 23685
B009023,4323,5,Review text 23686
B005739,691,2,Review text 23687
B006990,4839,4,Review text 23688
B001631,802,2,Review text 23689
B007093,3252,5,Review text 23690
B001040,1639,5,Review text 23691
B007153,2438,1,Review text 23692
B007355,1944,3,Review text 23693
B004782,2178,2,Review text 23694
B004873,2914,3,Review text 23695
B000413,4804,3,Review text 23696
B000387,4716,3,Review text 23697
B007240,571,4,Review text 23698
B000062,380,4,Review text 23699
B009708,1040,1,Review text 23700
B003687,376,3,Review text 23701
B005185,1750,5,Review text 23702
B000105,3780,4,Review text 23703
B005354,3426,1,Review text 23704
B001351,2550,3,Review text 23705
B000224,2847,2,Review text 23706
B006482,4652,3,Review text 23707
B003642,599,2,Review text 23708
B007073,2604,5,Review text 23709
B000169,2183,5,Review text 23710
B006973,4991,1,Review text 23711
B000722,386,5,Review text 23712
B002055,889,4,Review text 23713
B008530,4976,3,Review text 23714
B002728,842,2,Review text 23715
B003690,3258,4,Review text 23716
B001283,2262,4,Review text 23717
B008881,2811,2,Review text 23718
B002249,4701,1,Review text 23719
B001135,3783,1,Review text 23720
B008949,2630,5,Review text 23721
B001554,4475,4,Review text 23722
B003510,1054,2,Review text 23723
B006038,3407,4,Review text 23724
B002337,1610,5,Review text 23725
B004120,334,4,Review text 23726
B002126,629,5,Review text 23727
B003787,1911,3,Review text 23728
B005227,3695,2,Review text 23729
B002105,3386,5,Review text 23730
B006878,1715,1,Review text 23731
B000221,3874,3,Review text 23732
B007252,3754,3,Review text 23733
B001500,1008,3,Review text 23734
B009489,3151,5,Review text 23735
B001075,2040,1,Review text 23736
B004087,2328,3,Review text 23737
B002215,1254,1,Review text 23738
B008103,3488,1,Review text 23739
B008829,4414,1,Review text 23740
B000479,4695,4,Review text 23741
B005382,4897,3,Review text 23742
B007228,974,1,Review text 23743
B006638,4966,5,Review text 23744
B007237,4141,1,Review text 23745
B005997,3080,5,Review text 23746
B009111,2196,3,Review text 23747
B000517,3668,1,Review text 23748
B006803,3386,4,Review text 23749
B000482,2434,4,Review text 23750
B009560,4968,3,Review text 23751
B006958,2726,4,Review text 23752
B001428,337,3,Review text 23753
B006226,4375,3,Review text 23754
B003909,1326,1,Review text 23755
B006479,141,5,Review text 23756
B001999,3233,2,Review text 23757
B003365,1401,4,Review text 23758
B008912,1913,4,Review text 23759
B001488,598,1,Review text 23760
B008458,2456,1,Review text 23761
B003154,3526,5,Review text 23762
B009629,3398,2,Review text 23763
B003968,2104,3,Review text 23764
B002075,3300,5,Review text 23765
B009121,4128,2,Review text 23766
B003785,569,3,Review text 23767
B001875,3986,2,Review text 23768
B004347,4006,2,Review text 23769
B004756,2952,3,Review text 23770
B006547,3729,1,Review text 23771
B003834,225,1,Review text 23772
B009587,470,3,Review text 23773
B007895,2826,3,Review text 23774
B007759,1079,3,Review text 23775
B008467,2673,1,Review text 23776
B000561,3007,3,Review text 23777
B004776,4961,4,Review text 23778
B003107,2489,5,Review text 23779
B007748,2919,5,Review text 23780
B002742,3321,3,Review text 23781
B000698,1167,1,Review text 23782
B009965,1605,4,Review text 23783
B003552,1400,1,Review text 23784
B008282,12,3,Review text 23785
B004217,3393,5,Review text 23786
B004413,912,2,Review text 23787
B002163,3461,4,Review text 23788
B006702,945,2,Review text 23789
B009652,4683,3,Review text 23790
B000893,879,4,Review text 23791
B007612,1356,3,Review text 23792
B002859,1105,3,Review text 23793
B005474,1908,4,Review text 23794
B009881,3564,2,Review text 23795
B003970,505,2,Review text 23796
B000338,4507,5,Review text 23797
B006522,1846,2,Review text 23798
B000461,1624,1,Review text 23799
B007504,4830,2,Review text 23800
B000470,3749,4,Review text 23801
B008854,706,4,Review text 23802
B002888,4592,1,Review text 23803
B001540,4806,3,Review text 23804
B002120,4370,1,Review text 23805
B000643,1655,3,Review text 23806
B004989,4209,5,Review text 23807
B005858,1444,3,Review text 23808
B009288,3449,4,Review text 23809
B007473,267,5,Review text 23810
B003843,2493,2,Review text 23811
B002276,4281,3,Review text 23812
B006080,2450,5,Review text 23813
B007763,4789,3,Review text 23814
B001620,3141,4,Review text 23815
B001684,3799,1,Review text 23816
B007928,4099,2,Review text 23817
B009800,1331,5,Review text 23818
B003249,223,1,Review text 23819
B009489,221,4,Review text 23820
B003596,3805,1,Review text 23821
B004803,4861,5,Review text 23822
B006384,3605,5,Review text 23823
B000022,4409,5,Review text 23824
B004032,3561,3,Review text 23825
B006167,4132,4,Review text 23826
B003370,2882,1,Review text 23827
B001231,506,4,Review text 23828
B008424,2212,4,Review text 23829
B008120,2683,3,Review text 23830
B008223,1102,2,Review text 23831
B007839,3079,4,Review text 23832
B006525,4580,1,Review text 23833
B007823,2999,2,Review text 23834
B005760,3355,3,Review text 23835
B000254,4814,4,Review text 23836
B008481,3126,2,Review text 23837
B001050,3598,4,Review text 23838
B009918,2158,2,Review text 23839
B003942,2879,2,Review text 23840
B002972,448,2,Review text 23841
B002492,2365,5,Review text 23842
B006390,957,4,Review text 23843
B004976,2349,1,Review text 23844
B007738,3827,4,Review text 23845
B008487,1675,3,Review text 23846
B003509,4331,1,Review text 23847
B006154,1205,5,Review text 23848
B001583,1537,4,Review text 23849
B004258,1168,2,Review text 23850
B006554,4442,3,Review text 23851
B000261,823,3,Review text 23852
B004920,3962,5,Review text 23853
B009836,759,4,Review text 23854
B003040,164,3,Review text 23855
B002448,698,3,Review text 23856
B007614,1086,3,Review text 23857
B009676,4333,2,Review text 23858
B004376,4776,4,Review text 23859
B002216,1558,2,Review text 23860
B009578,1723,1,Review text 23861
B009272,4993,3,Review text 23862
B008855,3401,4,Review text 23863
B001353,1809,1,Review text 23864
B008669,4761,2,Review text 23865
B000307,45,3,Review text 23866
B004316,4579,2,Review text 23867
B007395,52,5,Review text 23868
B005189,1287,1,Review text 23869
B003943,1255,5,Review text 23870
B004123,4143,4,Review text 23871
B000796,4520,4,Review text 23872
B006114,3383,1,Review text 23873
B001318,572,4,Review text 23874
B005728,1224,1,Review text 23875
B005281,2642,3,Review text 23876
B007114,222,5,Review text 23877
B000865,1263,1,Review text 23878
B009502,1977,4,Review text 23879
B003000,610,2,Review text 23880
B005248,714,5,Review text 23881
B001096,3657,5,Review text 23882
B000510,3382,2,Review text 23883
B003656,1410,5,Review text 23884
B003555,2733,2,Review text 23885
B002459,3997,2,Review text 23886
B007478,3016,1,Review text 23887
B007340,1498,1,Review text 23888
B009520,4718,1,Review text 23889
B006145,3652,5,Review text 23890
B006572,514,4,Review text 23891
B001156,354,2,Review text 23892
B008431,140,3,Review text 23893
B009030,2964,4,Review text 23894
B004456,4323,1,Review text 23895
B009252,4478,4,Review text 23896
B008824,169,2,Review text 23897
B004377,1275,1,Review text 23898
B002498,3576,2,Review text 23899
B002576,3947,3,Review text 23900
B006639,289,4,Review text 23901
B000678,3356,5,Review text 23902
B008611,2149,1,Review text 23903
B006699,2011,4,Review text 23904
B007150,4294,2,Review text 23905
B008139,1331,2,Review text 23906
B006197,988,3,Review text 23907
B009375,101,2,Review text 23908
B002563,3299,5,Review text 23909
B000898,3264,4,Review text 23910
B009715,4803,5,Review text 23911
B005648,1801,5,Review text 23912
B003454,3085,2,Review text 23913
B006775,4797,1,Review text 23914
B003603,885,4,Review text 23915
B008392,3478,5,Review text 23916
B007093,3063,4,Review text 23917
B006380,4333,1,Review text 23918
B001813,1180,1,Review text 23919
B006790,2348,4,Review text 23920
B008033,3673,3,Review text 23921
B007887,3422,1,Review text 23922
B002392,2573,4,Review text 23923
B009837,3843,3,Review text 23924
B009726,545,4,Review text 23925
B007594,4528,3,Review text 23926
B003783,3503,3,Review text 23927
B009322,946,1,Review text 23928
B000803,1656,3,Review text 23929
B002629,3702,1,Review text 23930
B003963,2942,1,Review text 23931
B000550,3763,5,Review text 23932
B006491,1090,4,Review text 23933
B000408,3932,2,Review text 23934
B004975,1421,3,Review text 23935
B009795,1717,4,Review text 23936
B009268,3481,5,Review text 23937
B007251,1369,4,Review text 23938
B006284,625,2,Review text 23939
B004001,2534,1,Review text 23940
B005005,1309,4,Review text 23941
B002907,2865,3,Review text 23942
B002809,3902,5,Review text 23943
B006184,4457,2,Review text 23944
B009383,491,2,Review text 23945
B004805,3456,5,Review text 23946
B000862,1585,5,Review text 23947
B002034,2821,4,Review text 23948
B002964,1785,2,Review text 23949
B001235,4939,5,Review text 23950
B000460,1338,5,Review text 23951
B007781,3273,3,Review text 23952
B000773,425,3,Review text 23953
B008799,2588,4,Review text 23954
B006066,2760,2,Review text 23955
B001593,1605,2,Review text 23956
B000761,436,5,Review text 23957
B009350,121,2,Review text 23958
B001704,3280,2,Review text 23959
B009848,1626,3,Review text 23960
B009833,3312,4,Review text 23961
B002061,874,2,Review text 23962
B009462,2951,1,Review text 23963
B000607,1595,2,Review text 23964
B006321,683,3,Review text 23965
