user_id,business_name,business_type,industry,annual_revenue,employee_count,credit_limit
786,Business 786,Government,Finance,1430589.1883055468,411,58744.2105407811
787,Business 787,Distributor,Technology,5002507.854326492,851,97005.07946206607
788,Business 788,Distributor,Retail,8148637.742272678,567,97157.05366099416
789,Business 789,Government,Technology,9796546.884362074,734,14777.935312282145
790,Business 790,Retailer,Retail,9084029.532931488,150,79954.27052862481
791,Business 791,Service Provider,Manufacturing,9274657.5021196,916,56156.373687550345
792,Business 792,Distributor,Healthcare,7591928.693580171,791,86022.05875998666
793,Business 793,Retailer,Retail,1981838.557703013,353,46398.570040617
794,Business 794,Manufacturer,Manufacturing,4333156.282269896,858,56211.58879821539
795,Business 795,Distributor,Manufacturing,9981549.174585108,903,65195.00040054996
796,Business 796,Distributor,Healthcare,413197.0999854349,132,89779.87168270134
797,Business 797,Distributor,Technology,6691562.229397092,559,67754.78330495549
798,Business 798,Service Provider,Finance,9692562.448263366,199,75568.81871426308
799,Business 799,Distributor,Retail,8547266.848635746,842,46491.963130003285
800,Business 800,Retailer,Retail,2446903.2130771955,847,85528.26942612107
801,Business 801,Manufacturer,Finance,9830583.00367954,757,81268.44741426726
802,Business 802,Distributor,Technology,1226415.0589102022,349,28132.54300114508
803,Business 803,Distributor,Manufacturing,6682452.865570513,357,64874.05520604964
804,Business 804,Service Provider,Manufacturing,8019585.134080649,736,72815.67431036258
805,Business 805,Retailer,Manufacturing,872031.3249136808,757,45284.17936976778
806,Business 806,Retailer,Manufacturing,2235101.5263080513,520,84338.4446094795
807,Business 807,Government,Technology,7442316.369893841,430,10880.807871706602
808,Business 808,Retailer,Technology,4145797.125981639,310,22758.044520702024
809,Business 809,Government,Technology,5237811.965626758,688,11488.459765203525
810,Business 810,Service Provider,Finance,9426320.782620942,680,72361.28454390561
811,Business 811,Distributor,Manufacturing,5109622.734354073,976,25895.189564116896
812,Business 812,Service Provider,Retail,9459784.413784921,164,82171.39807575026
813,Business 813,Distributor,Manufacturing,9191097.721938597,117,77852.4175970408
814,Business 814,Manufacturer,Technology,9246853.816895816,477,93669.65754433899
815,Business 815,Manufacturer,Healthcare,8047866.263402658,750,15309.013892891266
816,Business 816,Service Provider,Retail,7968899.521297194,813,26642.642498565892
817,Business 817,Retailer,Technology,113430.24453540109,390,70068.94422541262
818,Business 818,Manufacturer,Healthcare,6570476.102402137,55,62829.91449685165
819,Business 819,Distributor,Retail,5613649.650940411,573,99375.52976586252
820,Business 820,Retailer,Retail,555035.6273385133,150,43160.03215863827
821,Business 821,Service Provider,Healthcare,5714683.380750526,132,17277.142012817676
822,Business 822,Service Provider,Healthcare,4748548.255425571,990,85325.5992211279
823,Business 823,Government,Retail,7920013.846783454,153,75433.77044212053
824,Business 824,Distributor,Healthcare,7390561.9430599855,289,10310.474825698771
825,Business 825,Retailer,Manufacturing,5229168.215168631,285,87604.27312331459
826,Business 826,Government,Healthcare,1653751.2354513104,273,12409.46482663093
827,Business 827,Government,Finance,2299426.8509727297,999,57846.30205976587
828,Business 828,Retailer,Technology,7734380.0040119365,164,78451.25926040274
829,Business 829,Government,Finance,7352616.374076173,817,17711.943424078694
830,Business 830,Manufacturer,Manufacturing,1088652.378527902,553,21215.944489284273
831,Business 831,Retailer,Manufacturing,4473589.09140306,427,32148.725961752774
832,Business 832,Distributor,Manufacturing,9228772.040831339,301,45864.09245386084
833,Business 833,Government,Healthcare,8815608.839656394,310,54089.42479371107
834,Business 834,Manufacturer,Healthcare,9828242.001921015,91,54636.79682061832
835,Business 835,Manufacturer,Manufacturing,6582051.229047747,150,68227.64363977508
836,Business 836,Manufacturer,Retail,7137469.058984125,317,56065.63820157826
837,Business 837,Service Provider,Healthcare,4340801.10783485,83,53718.72962993883
838,Business 838,Retailer,Finance,151829.79127702053,170,17187.678362873205
839,Business 839,Distributor,Retail,2765064.7463026023,907,70272.10501429567
840,Business 840,Retailer,Retail,7061229.924071097,274,18703.21987499306
841,Business 841,Manufacturer,Finance,7825395.896057465,412,66838.09222783471
842,Business 842,Distributor,Retail,9453976.808571327,984,42763.032736231515
843,Business 843,Manufacturer,Manufacturing,6326923.246145816,991,74366.15195298058
844,Business 844,Distributor,Healthcare,4725880.118604664,85,79907.49468389062
845,Business 845,Service Provider,Manufacturing,6329951.043500474,790,56827.0509425485
846,Business 846,Service Provider,Retail,5062139.082853634,711,22019.040534278047
847,Business 847,Manufacturer,Healthcare,2073766.9610085825,466,67141.25476862084
848,Business 848,Distributor,Technology,9354485.903420076,634,12959.66759556491
849,Business 849,Service Provider,Technology,8324977.591966906,519,64447.838845037404
850,Business 850,Government,Manufacturing,1522001.1448098656,607,90306.83369449647
851,Business 851,Manufacturer,Retail,6471690.474356578,273,53027.0472794971
852,Business 852,Government,Retail,9157859.556571316,817,98103.02902522022
853,Business 853,Government,Finance,125497.54777795906,524,70585.1443761069
854,Business 854,Retailer,Retail,6641590.765241018,812,64530.70044258041
855,Business 855,Service Provider,Finance,8813071.73176928,191,76422.5462505113
856,Business 856,Government,Manufacturing,584358.6970857737,539,61396.20437775918
857,Business 857,Manufacturer,Retail,8134880.008127943,464,67682.22592214498
858,Business 858,Retailer,Healthcare,4918058.1322461115,433,44618.410210592716
859,Business 859,Service Provider,Finance,6918040.257221496,546,12713.898216180782
860,Business 860,Service Provider,Retail,1703178.9568107226,689,54376.36303697528
861,Business 861,Manufacturer,Retail,3489273.3258484206,616,34427.44472572843
862,Business 862,Retailer,Technology,7705007.3146444615,942,63530.769638829515
863,Business 863,Retailer,Healthcare,8447107.424672244,406,77355.69510760695
864,Business 864,Retailer,Finance,2900560.970429064,608,28728.89547969872
865,Business 865,Manufacturer,Manufacturing,8334623.815662308,231,67324.29490754972
866,Business 866,Manufacturer,Retail,1624827.497016534,292,88105.06059669705
867,Business 867,Manufacturer,Healthcare,3396542.6026959587,553,33366.44326445059
868,Business 868,Distributor,Retail,7997492.015566624,976,70318.64399199764
869,Business 869,Manufacturer,Finance,4880286.260948008,612,40341.15239145684
870,Business 870,Government,Finance,8831420.163872061,587,10656.879415369916
871,Business 871,Manufacturer,Retail,715998.8168542276,541,21156.525077888524
872,Business 872,Distributor,Retail,7909998.016041871,820,28290.154003961252
873,Business 873,Service Provider,Finance,5014997.040225786,147,65281.043707092394
874,Business 874,Government,Technology,9730081.497745216,716,31235.41117379625
875,Business 875,Retailer,Manufacturing,5637670.542136831,309,31850.535550833058
876,Business 876,Service Provider,Finance,5613086.54228937,150,12944.918760532435
877,Business 877,Manufacturer,Retail,7240196.519503261,291,18290.077628948464
878,Business 878,Distributor,Finance,2047194.1462020676,937,14774.034934712254
879,Business 879,Retailer,Manufacturing,2294968.4887315985,553,88143.63683146893
880,Business 880,Government,Manufacturing,5557197.619516092,710,68460.1270293441
881,Business 881,Manufacturer,Manufacturing,4693280.575850506,60,24237.08529988272
882,Business 882,Manufacturer,Technology,382750.0008471584,379,97803.14960106596
883,Business 883,Manufacturer,Technology,6794579.984961503,836,89709.6075189628
884,Business 884,Distributor,Manufacturing,7841045.633741634,79,79518.76229213494
885,Business 885,Distributor,Finance,6153268.3067985475,816,41383.95855032299
886,Business 886,Manufacturer,Manufacturing,2609481.530574535,506,84696.0416396843
887,Business 887,Distributor,Manufacturing,8667776.029893564,714,13474.352054826739
888,Business 888,Manufacturer,Technology,4152120.980144891,817,35725.40718632553
889,Business 889,Retailer,Technology,4754401.9955825955,770,45193.28463267738
890,Business 890,Distributor,Retail,9902356.601780934,990,90623.47203300166
891,Business 891,Government,Finance,4672343.8281546915,534,95086.60042042438
892,Business 892,Service Provider,Technology,8846745.887161868,166,71840.26436912868
893,Business 893,Retailer,Manufacturing,6179180.050205567,110,89714.99779060169
894,Business 894,Distributor,Finance,9880285.934966581,966,71518.20886162481
895,Business 895,Manufacturer,Finance,4705671.286465352,176,83462.4137432736
896,Business 896,Distributor,Finance,9516435.832684545,126,82444.5975526912
897,Business 897,Manufacturer,Finance,9449822.0635829,236,32026.677062514107
898,Business 898,Service Provider,Retail,2005170.19393637,449,39100.736945644705
899,Business 899,Distributor,Retail,6711261.814650433,747,98855.02460139661
900,Business 900,Manufacturer,Technology,531291.7264888095,683,36558.762075495266
901,Business 901,Manufacturer,Retail,7572731.458016873,219,84157.9292526957
902,Business 902,Government,Healthcare,4035337.4926355626,350,66097.36441530712
903,Business 903,Service Provider,Retail,6379579.452675318,640,55410.30361065053
904,Business 904,Manufacturer,Retail,3202111.7961819083,745,51987.53284626787
905,Business 905,Retailer,Manufacturing,7711836.651851865,511,68363.17571313783
906,Business 906,Retailer,Retail,9543493.381732004,359,69675.74111258157
907,Business 907,Service Provider,Manufacturing,5046956.413176566,714,25653.779867789184
908,Business 908,Service Provider,Healthcare,3149137.2528728596,626,21621.712438288716
909,Business 909,Distributor,Retail,1765205.034111343,35,33847.23425000046
910,Business 910,Government,Technology,3858194.021291685,913,53293.518303059
911,Business 911,Service Provider,Healthcare,6297562.576246686,383,38740.16645199673
912,Business 912,Distributor,Technology,4538310.2306824,534,48700.72342387035
913,Business 913,Government,Healthcare,3988862.0450751446,707,57420.13188502737
914,Business 914,Service Provider,Retail,1587408.3742227128,555,31163.90595637777
915,Business 915,Retailer,Healthcare,5526537.679111198,473,55131.098642884426
916,Business 916,Government,Finance,8816727.504100136,767,31722.542658215203
917,Business 917,Distributor,Retail,322480.2363858367,426,74411.54312199022
918,Business 918,Government,Healthcare,8427463.681213953,943,64708.49650638772
919,Business 919,Distributor,Retail,2962317.527611438,679,47325.55306580127
920,Business 920,Manufacturer,Healthcare,8959637.002448358,949,58750.25950955877
921,Business 921,Retailer,Retail,7491511.326719104,980,84084.33892433222
922,Business 922,Retailer,Finance,1545667.9494508815,775,65296.85608710756
923,Business 923,Manufacturer,Retail,5161533.548637003,415,86100.7789669874
924,Business 924,Government,Retail,4107303.734539354,906,18807.610501457202
925,Business 925,Distributor,Healthcare,1260411.3477097673,795,54393.50545149501
926,Business 926,Service Provider,Retail,6925897.580064386,890,64029.18782778865
927,Business 927,Service Provider,Healthcare,8202941.180177829,302,38582.1552412671
928,Business 928,Service Provider,Retail,8718300.301398315,369,32690.954571497263
929,Business 929,Service Provider,Manufacturing,5986030.47649614,81,10011.444411075532
930,Business 930,Retailer,Finance,5825980.23391059,598,34823.72532835021
931,Business 931,Distributor,Retail,1662565.5812628772,889,36260.22781924921
932,Business 932,Service Provider,Retail,7330941.735168324,767,71127.05647106934
933,Business 933,Distributor,Manufacturing,9608395.652703645,389,66894.30154595792
934,Business 934,Government,Manufacturing,3086932.54917318,865,40331.474839306204
935,Business 935,Government,Technology,1563193.6286860174,124,46411.001129349184
936,Business 936,Service Provider,Finance,484000.3987183017,798,29119.78634469849
937,Business 937,Government,Manufacturing,8352090.267295121,520,95050.66891142621
938,Business 938,Manufacturer,Finance,7186409.340866208,305,59768.24646007846
939,Business 939,Service Provider,Technology,3796212.6818048595,664,11357.72903062011
940,Business 940,Manufacturer,Manufacturing,1644512.6624690215,808,28807.77390628903
941,Business 941,Manufacturer,Manufacturing,5107191.648114195,149,57073.217118447676
942,Business 942,Distributor,Healthcare,2236321.403651422,372,90207.39313790688
943,Business 943,Manufacturer,Technology,8203533.575210886,746,90860.6915777917
944,Business 944,Distributor,Manufacturing,8979935.253681896,767,79416.28200575837
945,Business 945,Retailer,Manufacturing,4524345.606024613,115,19454.438285869102
946,Business 946,Distributor,Technology,2673471.7141415575,244,50127.57744140042
947,Business 947,Manufacturer,Finance,984237.6533827367,937,54416.59937515607
948,Business 948,Government,Manufacturing,3115850.2599947173,609,37049.15812665396
949,Business 949,Distributor,Finance,6967182.269071152,671,70610.79401080085
950,Business 950,Distributor,Healthcare,1859468.8517108713,764,80552.58057952179
951,Business 951,Distributor,Retail,2781859.0049132598,142,86632.25651389081
952,Business 952,Distributor,Healthcare,6613063.313330348,189,13065.154265209861
953,Business 953,Service Provider,Manufacturing,6088539.744340934,674,95557.58245038777
954,Business 954,Service Provider,Retail,8314848.099364411,913,21031.51586860174
955,Business 955,Distributor,Healthcare,9519866.761332253,169,89029.65539065012
956,Business 956,Manufacturer,Finance,2959810.604491853,360,38529.664744897105
957,Business 957,Retailer,Healthcare,822540.6227029533,133,72031.17765680671
958,Business 958,Government,Technology,2997021.062308877,317,75693.25881215114
959,Business 959,Service Provider,Manufacturing,5179266.913902158,324,70944.6519911233
960,Business 960,Retailer,Manufacturing,6233470.098279725,671,79774.65908102682
961,Business 961,Retailer,Healthcare,884868.6053621646,14,75989.76581227157
962,Business 962,Government,Technology,8816968.18864567,772,72944.66540620486
963,Business 963,Distributor,Retail,4086738.3158189394,906,40202.888145154444
964,Business 964,Retailer,Retail,6466727.892371711,981,14630.841063270855
965,Business 965,Service Provider,Retail,8450641.06084638,578,64610.80566071328
966,Business 966,Distributor,Finance,4814977.833750988,786,18645.75727509882
967,Business 967,Distributor,Technology,857223.0707061348,43,73465.7870390137
968,Business 968,Government,Technology,6395432.121772062,943,52483.07306554054
969,Business 969,Distributor,Healthcare,3383723.736976624,540,58555.05438487774
970,Business 970,Retailer,Healthcare,9388633.568077074,675,40248.64216720022
971,Business 971,Retailer,Manufacturing,9819069.132753948,922,25643.462046426823
972,Business 972,Service Provider,Technology,325826.7127847484,788,47568.44582843759
973,Business 973,Government,Finance,9178782.342175007,132,96240.88221418089
974,Business 974,Retailer,Retail,9964091.050209492,70,30724.229788460256
975,Business 975,Manufacturer,Technology,9622194.30424985,751,53060.995650739584
976,Business 976,Retailer,Manufacturing,3208731.1057914733,178,64552.0835571582
977,Business 977,Government,Technology,7202448.666326456,996,13199.116645058277
978,Business 978,Manufacturer,Finance,5244214.338331809,455,34291.94567136252
979,Business 979,Distributor,Retail,7930821.855254889,469,21183.817999140207
980,Business 980,Service Provider,Manufacturing,1683043.3497954297,91,62645.69049387465
981,Business 981,Manufacturer,Finance,8984841.122741992,493,57024.325946359735
982,Business 982,Service Provider,Retail,8678154.650942862,133,76510.54004717366
983,Business 983,Manufacturer,Manufacturing,2031835.4965491246,938,51962.15585433651
984,Business 984,Service Provider,Retail,6994728.531149506,348,50445.75025741155
985,Business 985,Government,Manufacturing,7212211.467069099,944,36828.574274574625
986,Business 986,Retailer,Retail,6499712.24859621,392,49561.267927621455
987,Business 987,Retailer,Manufacturing,1396748.366424187,145,52359.31416739879
988,Business 988,Service Provider,Finance,570885.3593750729,320,59050.49768464191
989,Business 989,Service Provider,Finance,1377808.9391177709,739,47056.863605477985
990,Business 990,Manufacturer,Technology,587276.4641290819,616,28829.784710048643
991,Business 991,Government,Healthcare,2281475.55546721,989,93467.17656501092
992,Business 992,Retailer,Manufacturing,8602456.400423104,359,43912.97916206679
993,Business 993,Manufacturer,Technology,3762373.9979508254,445,61749.343819633046
994,Business 994,Manufacturer,Finance,5492604.613548959,756,11797.303463291677
995,Business 995,Government,Finance,4910579.8475581,959,53839.90545387209
996,Business 996,Retailer,Healthcare,1128556.6392381112,658,16842.851675561164
997,Business 997,Distributor,Retail,8753536.575651463,954,26461.91485910167
998,Business 998,Manufacturer,Retail,6196004.411939125,689,32110.08070617102
999,Business 999,Retailer,Manufacturing,3979327.6532378886,862,90076.50342871716
1000,Business 1000,Service Provider,Technology,7932080.511302103,136,97700.04567151328
1001,Business 1001,Manufacturer,Finance,9171021.730156245,750,74371.69593313018
1002,Business 1002,Retailer,Technology,3654250.6909435904,384,98034.79491658602
1003,Business 1003,Government,Manufacturing,6145481.956278629,225,17325.957843650172
1004,Business 1004,Distributor,Finance,6887903.11243681,198,93323.27622581307
1005,Business 1005,Retailer,Retail,745304.5940404993,197,59728.71125424405
1006,Business 1006,Government,Healthcare,3778419.551952479,722,82311.43382077782
1007,Business 1007,Retailer,Finance,2334781.8927071453,298,69077.26285302384
1008,Business 1008,Government,Finance,2200028.638741174,262,80356.72844074357
1009,Business 1009,Government,Technology,6680110.523325217,244,43714.098321090074
1010,Business 1010,Manufacturer,Technology,427243.10560116207,847,36854.57830563297
1011,Business 1011,Government,Retail,4005041.2519927383,194,11214.515434877869
1012,Business 1012,Manufacturer,Manufacturing,7302995.96448,460,68130.51282746007
1013,Business 1013,Distributor,Healthcare,734132.9384685196,46,81970.85949317527
1014,Business 1014,Service Provider,Finance,2292950.7877662755,30,34408.17834604313
1015,Business 1015,Service Provider,Finance,2008929.7153786195,268,48266.146123318795
1016,Business 1016,Manufacturer,Technology,1253948.8043281515,898,81781.69812990948
1017,Business 1017,Government,Finance,300396.4835308139,323,92111.74960731984
1018,Business 1018,Retailer,Retail,1540975.312706149,854,10594.396390391355
1019,Business 1019,Government,Retail,2699920.6194486967,653,77078.68023250805
1020,Business 1020,Retailer,Finance,1381028.466235965,843,90985.05496210072
1021,Business 1021,Distributor,Finance,7609452.751275349,991,59385.610094485804
1022,Business 1022,Distributor,Technology,4859557.9019464,872,54798.19803935945
1023,Business 1023,Retailer,Finance,2387203.7872972917,991,16624.103352791954
1024,Business 1024,Manufacturer,Healthcare,9894478.773253515,827,84753.61830944219
1025,Business 1025,Distributor,Manufacturing,3152553.7367935246,302,90344.63515631325
1026,Business 1026,Service Provider,Healthcare,710016.8108638931,256,24645.093754609145
1027,Business 1027,Service Provider,Retail,8235848.406005472,534,34590.61648638389
1028,Business 1028,Service Provider,Manufacturing,7074404.842436314,778,99061.26536843693
1029,Business 1029,Distributor,Retail,4042311.3976955074,847,76284.57272931519
1030,Business 1030,Retailer,Healthcare,5215692.535220388,358,28292.358765232413
1031,Business 1031,Distributor,Manufacturing,1170024.6271302465,710,47907.561016790765
1032,Business 1032,Distributor,Retail,856308.700350905,766,70247.78426430147
1033,Business 1033,Government,Retail,5387016.544142559,146,44168.59015265218
1034,Business 1034,Government,Retail,9275150.975781327,613,20703.02966631371
1035,Business 1035,Government,Manufacturing,9998426.213912621,440,61762.542800755866
1036,Business 1036,Distributor,Technology,2408981.1792503307,417,67458.22926939637
1037,Business 1037,Government,Manufacturing,3112396.600251854,495,62771.46566991696
1038,Business 1038,Manufacturer,Manufacturing,5800748.243770815,136,62089.797554943856
1039,Business 1039,Government,Finance,7479796.143785499,512,14862.725838546823
1040,Business 1040,Distributor,Finance,733822.8953114231,157,66421.6175523954
1041,Business 1041,Government,Manufacturing,8231569.029326841,252,93526.70180115948
1042,Business 1042,Manufacturer,Finance,9630555.036677938,333,32595.378043695982
1043,Business 1043,Government,Technology,9575362.62356713,322,25140.60200163148
1044,Business 1044,Distributor,Finance,182411.1993435605,223,41748.518297544426
1045,Business 1045,Distributor,Manufacturing,1046736.5056641632,918,54893.472861648836
1046,Business 1046,Service Provider,Finance,1541074.4656913476,696,36448.09376266782
1047,Business 1047,Retailer,Healthcare,8132062.444588752,188,25109.929709288248
1048,Business 1048,Government,Healthcare,5893606.183628677,358,58219.74324522144
1049,Business 1049,Retailer,Manufacturing,6389897.768672976,331,28380.242467398126
1050,Business 1050,Manufacturer,Healthcare,9332745.97991712,252,71334.10078061465
1051,Business 1051,Service Provider,Finance,8690965.345331417,318,87018.90363845791
1052,Business 1052,Government,Finance,4254395.448919284,339,79897.45737065187
1053,Business 1053,Government,Retail,5806689.926145914,465,49163.60926976773
1054,Business 1054,Manufacturer,Manufacturing,7066539.56056419,114,59392.78336131678
1055,Business 1055,Government,Technology,3951051.948417041,305,98837.01995352047
1056,Business 1056,Manufacturer,Manufacturing,8784208.985294942,664,18626.407821388253
1057,Business 1057,Retailer,Healthcare,7146606.041172601,857,21226.127160106687
1058,Business 1058,Service Provider,Retail,7300147.393060928,84,56338.115090419255
1059,Business 1059,Retailer,Retail,9181785.565382795,319,50272.60219560631
1060,Business 1060,Government,Retail,1901628.8445604332,990,33410.80195504722
1061,Business 1061,Distributor,Finance,6351951.219082592,280,40033.58513540821
1062,Business 1062,Retailer,Technology,2523981.9492279007,173,29094.2879208001
1063,Business 1063,Retailer,Finance,977797.6740061857,575,90581.12210743559
1064,Business 1064,Manufacturer,Retail,294758.27899160876,651,16047.927186639852
1065,Business 1065,Government,Retail,9802757.577941902,67,81598.99691320147
1066,Business 1066,Manufacturer,Manufacturing,2898815.553701405,219,23896.909707803366
1067,Business 1067,Distributor,Manufacturing,6913886.973413744,28,51770.002330286545
1068,Business 1068,Distributor,Technology,7401632.505964084,641,26439.683865427847
1069,Business 1069,Retailer,Retail,8731378.598982196,783,79720.5389468684
1070,Business 1070,Manufacturer,Healthcare,2117029.650307431,967,28149.83744103417
1071,Business 1071,Government,Finance,1418087.6237957363,299,16500.624626706915
1072,Business 1072,Retailer,Finance,6464638.257593133,896,44773.1097126898
1073,Business 1073,Government,Finance,4833274.6615260085,654,88144.50378597475
1074,Business 1074,Distributor,Retail,5737086.401649164,337,62710.800061970425
1075,Business 1075,Manufacturer,Healthcare,8693610.571538998,64,74203.38896275291
1076,Business 1076,Government,Finance,7795124.158932959,324,10984.722315766301
1077,Business 1077,Service Provider,Retail,5752942.166775258,559,64619.00650895571
1078,Business 1078,Service Provider,Technology,1181979.8035825738,763,59498.97201728783
1079,Business 1079,Manufacturer,Manufacturing,7661947.105634385,728,63100.5027960901
1080,Business 1080,Government,Technology,6094594.322372669,572,22660.252733836533
1081,Business 1081,Government,Manufacturing,3729375.0405663718,324,48118.4139662477
1082,Business 1082,Retailer,Healthcare,8977786.939936128,412,58386.43913177652
1083,Business 1083,Distributor,Healthcare,466269.645091434,308,69311.35249097936
1084,Business 1084,Service Provider,Manufacturing,1822439.1731323295,457,80895.5624534813
1085,Business 1085,Distributor,Finance,5669939.2851709835,594,37840.45637463439
1086,Business 1086,Distributor,Retail,4561925.43260305,764,22491.69399365618
1087,Business 1087,Retailer,Finance,7112248.1178804245,222,64115.879588664495
1088,Business 1088,Retailer,Healthcare,6317653.964485503,141,61985.76661982605
1089,Business 1089,Manufacturer,Manufacturing,2058132.2915327882,649,42909.03521982351
1090,Business 1090,Manufacturer,Manufacturing,2643251.8560111886,862,35740.79107159756
1091,Business 1091,Distributor,Manufacturing,4904376.774606942,837,72266.04927243045
1092,Business 1092,Service Provider,Finance,6266449.642561411,988,25898.007061210803
1093,Business 1093,Service Provider,Finance,8975030.122824421,383,33756.50130834854
1094,Business 1094,Government,Retail,8732518.913158625,238,87303.55801440025
1095,Business 1095,Retailer,Healthcare,6646545.856409906,761,62560.565448159585
1096,Business 1096,Service Provider,Healthcare,5754564.233956701,61,53777.901500243344
1097,Business 1097,Manufacturer,Healthcare,4176910.642546201,260,12491.367404635168
1098,Business 1098,Retailer,Healthcare,3933041.843082278,919,98482.97723912731
1099,Business 1099,Retailer,Technology,1776869.9865758535,809,29732.681771987376
1100,Business 1100,Manufacturer,Technology,2565283.828089473,636,21151.68155998912
1101,Business 1101,Government,Manufacturing,7912218.996110777,972,67809.55243428338
1102,Business 1102,Service Provider,Technology,125507.85291853343,202,54832.70804043616
1103,Business 1103,Manufacturer,Technology,5471604.646356345,185,70131.13494524822
1104,Business 1104,Service Provider,Finance,4374897.269480003,955,30555.31378143691
1105,Business 1105,Manufacturer,Healthcare,2171688.738691904,751,82327.29386998138
1106,Business 1106,Retailer,Finance,9179070.0205146,695,92141.76139260542
1107,Business 1107,Service Provider,Healthcare,6112687.247712569,72,49606.963891735184
1108,Business 1108,Service Provider,Manufacturing,5910510.617405367,204,47369.4812417964
1109,Business 1109,Government,Retail,2986207.06553783,730,64462.78442833487
1110,Business 1110,Manufacturer,Finance,1398750.0701228196,517,84174.00180647749
1111,Business 1111,Government,Healthcare,1606412.9083357581,381,72280.41572851341
1112,Business 1112,Retailer,Technology,2349110.375765559,688,16936.574676368808
1113,Business 1113,Distributor,Retail,6454116.741949764,807,18536.777988389178
1114,Business 1114,Service Provider,Retail,1360605.0830852238,513,59519.68967979539
1115,Business 1115,Government,Technology,2566659.2308403,600,42093.28369791337
1116,Business 1116,Manufacturer,Finance,3805392.4482207,466,41041.6291351054
1117,Business 1117,Manufacturer,Technology,7009003.4761578385,206,60693.74738548079
1118,Business 1118,Distributor,Retail,9794054.231014647,98,18976.58616060958
1119,Business 1119,Government,Finance,6161983.9340626225,505,83972.91244195288
1120,Business 1120,Manufacturer,Manufacturing,3428783.8987124683,980,73777.35976125956
1121,Business 1121,Manufacturer,Manufacturing,7992298.760884262,701,90067.88312386794
1122,Business 1122,Retailer,Manufacturing,6586575.103729812,343,43846.26991408628
1123,Business 1123,Distributor,Manufacturing,4528444.172929231,478,70698.767636643
1124,Business 1124,Government,Finance,6352301.164835634,491,16474.917963781154
1125,Business 1125,Manufacturer,Healthcare,2527828.9252723847,123,91687.52066657625
1126,Business 1126,Distributor,Manufacturing,5664047.337081395,913,22702.414722706068
1127,Business 1127,Distributor,Finance,2310531.5271677505,280,13415.346268582398
1128,Business 1128,Retailer,Technology,2416451.7146385764,936,91500.17803626001
1129,Business 1129,Retailer,Retail,918535.7578127882,203,91897.94264767326
1130,Business 1130,Distributor,Finance,5577906.0101336315,525,80973.73875358407
1131,Business 1131,Government,Finance,9128607.13376614,119,66521.37596766689
1132,Business 1132,Manufacturer,Healthcare,8041424.717445739,482,98187.48123545253
1133,Business 1133,Distributor,Finance,2631454.547071864,50,51712.16120313883
1134,Business 1134,Government,Finance,4900363.006009119,662,52650.55468725212
1135,Business 1135,Government,Healthcare,9749539.51961825,383,40271.37840621572
1136,Business 1136,Service Provider,Finance,684309.8511399797,220,31862.892364833115
1137,Business 1137,Government,Finance,3928396.080882205,224,15475.97590521077
1138,Business 1138,Retailer,Retail,5192539.809106986,891,88078.0076939938
1139,Business 1139,Government,Retail,7069599.47698339,846,51203.99485735852
1140,Business 1140,Manufacturer,Manufacturing,1344053.7284918183,569,55614.60912009818
1141,Business 1141,Government,Retail,6805537.278442118,633,11919.785973661406
1142,Business 1142,Manufacturer,Healthcare,6806901.9313148875,755,16412.736561797694
1143,Business 1143,Manufacturer,Retail,7487666.299968414,273,33337.66944864733
1144,Business 1144,Manufacturer,Manufacturing,3454592.2916398183,244,59111.55467089125
1145,Business 1145,Government,Retail,5189860.757874661,580,12428.198821921125
1146,Business 1146,Manufacturer,Technology,6737940.617851394,333,29829.125158855517
1147,Business 1147,Retailer,Healthcare,591908.2472981686,450,58185.12018954086
1148,Business 1148,Retailer,Retail,8043415.243469903,479,71346.23256669132
1149,Business 1149,Distributor,Technology,7003897.588307016,737,22847.22750462599
1150,Business 1150,Distributor,Healthcare,5705658.163933479,315,68251.32756379244
1151,Business 1151,Government,Manufacturing,2779860.5591556593,821,28513.773500740946
1152,Business 1152,Service Provider,Technology,3520357.533859678,367,87864.80807843602
1153,Business 1153,Service Provider,Retail,4116099.5620960766,130,67140.45050845254
1154,Business 1154,Distributor,Healthcare,4827539.185719134,277,12518.971487115363
1155,Business 1155,Retailer,Manufacturing,9936927.232398815,610,30447.65096320245
1156,Business 1156,Distributor,Finance,9713603.303551497,550,88116.06506443846
1157,Business 1157,Government,Manufacturing,1463349.5205605184,249,26319.15228681913
1158,Business 1158,Distributor,Finance,9130206.69176411,396,32920.32221228693
1159,Business 1159,Retailer,Manufacturing,7907448.513710271,396,15815.86761489985
1160,Business 1160,Retailer,Healthcare,523556.2368082988,28,53769.223647001454
1161,Business 1161,Distributor,Technology,6091505.8629176235,350,48162.71792271423
1162,Business 1162,Government,Retail,702178.0161339222,435,49199.66032354126
1163,Business 1163,Distributor,Healthcare,7672991.820602031,174,29065.92763286641
1164,Business 1164,Government,Healthcare,4160550.135799241,421,65958.16965107994
1165,Business 1165,Service Provider,Retail,1143950.6758491106,462,70831.0180623057
1166,Business 1166,Distributor,Technology,8822659.019510977,333,55242.4818687496
1167,Business 1167,Service Provider,Manufacturing,9058728.672220077,668,49397.25762721205
1168,Business 1168,Distributor,Technology,3691534.5658093686,334,51291.055165108206
1169,Business 1169,Retailer,Technology,3722262.7569367746,534,80606.95748907738
