itemid,property,value
2870,categoryid,Safety Equipment
2870,brand,Brand_11
2870,price,144.6679390009128
2870,rating,4.372702935990853
2871,categoryid,Safety Equipment
2871,brand,Brand_1
2871,price,872.8417891625182
2871,rating,4.9511689604979585
2872,categoryid,Industrial Equipment
2872,brand,Brand_2
2872,price,895.9046279762174
2872,rating,3.5975366815560244
2873,categoryid,Safety Equipment
2873,brand,Brand_1
2873,price,155.28094745962252
2873,rating,4.5303807488932035
2874,categoryid,Industrial Equipment
2874,brand,Brand_15
2874,price,390.30236179861913
2874,rating,3.2489315009499524
2875,categoryid,IT Hardware
2875,brand,Brand_9
2875,price,904.7613366794021
2875,rating,4.777251808684585
2876,categoryid,Office Supplies
2876,brand,Brand_10
2876,price,812.6644031355893
2876,rating,4.842536396119282
2877,categoryid,IT Hardware
2877,brand,Brand_5
2877,price,426.4633192618346
2877,rating,4.887572547194803
2878,categoryid,Industrial Equipment
2878,brand,Brand_6
2878,price,688.5984576942299
2878,rating,4.587110790283707
2879,categoryid,IT Hardware
2879,brand,Brand_8
2879,price,264.59022369866364
2879,rating,4.025348389375624
2880,categoryid,Office Supplies
2880,brand,Brand_16
2880,price,134.35932984400762
2880,rating,3.064257976597733
2881,categoryid,Manufacturing Tools
2881,brand,Brand_7
2881,price,18.246728009055733
2881,rating,3.0039920466344627
2882,categoryid,Industrial Equipment
2882,brand,Brand_16
2882,price,16.086979281864842
2882,rating,3.3194561182372997
2883,categoryid,Safety Equipment
2883,brand,Brand_14
2883,price,207.29095868715606
2883,rating,4.252141323461908
2884,categoryid,Safety Equipment
2884,brand,Brand_15
2884,price,31.91391714544805
2884,rating,3.1828363102493986
2885,categoryid,Office Furniture
2885,brand,Brand_10
2885,price,315.2684080884118
2885,rating,3.287666409828266
2886,categoryid,Office Furniture
2886,brand,Brand_4
2886,price,742.1338421298399
2886,rating,3.7062057789526426
2887,categoryid,Office Supplies
2887,brand,Brand_6
2887,price,402.97402542352904
2887,rating,4.125857497399942
2888,categoryid,Manufacturing Tools
2888,brand,Brand_11
2888,price,132.54834960005059
2888,rating,4.637678140477197
2889,categoryid,Office Furniture
2889,brand,Brand_16
2889,price,389.861405211642
2889,rating,3.710094877911703
2890,categoryid,IT Hardware
2890,brand,Brand_4
2890,price,484.97319160847456
2890,rating,4.31307747385442
2891,categoryid,Manufacturing Tools
2891,brand,Brand_19
2891,price,270.74081233392616
2891,rating,3.083322497961987
2892,categoryid,Manufacturing Tools
2892,brand,Brand_1
2892,price,242.9249459429499
2892,rating,4.80366511213445
2893,categoryid,IT Hardware
2893,brand,Brand_16
2893,price,250.74609282538722
2893,rating,3.3424854353442788
2894,categoryid,Office Supplies
2894,brand,Brand_10
2894,price,362.5433619557799
2894,rating,4.671508893692746
2895,categoryid,Industrial Equipment
2895,brand,Brand_11
2895,price,598.3902539392395
2895,rating,4.527116297027243
2896,categoryid,Industrial Equipment
2896,brand,Brand_17
2896,price,381.55395586110694
2896,rating,3.1579675281038995
2897,categoryid,Safety Equipment
2897,brand,Brand_4
2897,price,740.0282598727562
2897,rating,4.758838536739038
2898,categoryid,Manufacturing Tools
2898,brand,Brand_9
2898,price,893.1713885541732
2898,rating,4.665783821423685
2899,categoryid,Office Furniture
2899,brand,Brand_14
2899,price,71.23959100876554
2899,rating,3.1964325539828042
2900,categoryid,Office Furniture
2900,brand,Brand_11
2900,price,367.081289388925
2900,rating,3.0620074504650177
2901,categoryid,Safety Equipment
2901,brand,Brand_9
2901,price,803.2478897161369
2901,rating,3.873748619297832
2902,categoryid,Safety Equipment
2902,brand,Brand_17
2902,price,972.9288820569191
2902,rating,3.6186775106844777
2903,categoryid,Manufacturing Tools
2903,brand,Brand_19
2903,price,632.8783338162916
2903,rating,4.52967222959051
2904,categoryid,Office Supplies
2904,brand,Brand_12
2904,price,182.79844805487718
2904,rating,3.1566346404809362
2905,categoryid,Industrial Equipment
2905,brand,Brand_13
2905,price,680.8940638171472
2905,rating,3.077486785595486
2906,categoryid,Office Supplies
2906,brand,Brand_2
2906,price,838.7954385671839
2906,rating,4.287525652981952
2907,categoryid,Manufacturing Tools
2907,brand,Brand_13
2907,price,405.1332446418818
2907,rating,3.040659302633028
2908,categoryid,Office Furniture
2908,brand,Brand_18
2908,price,405.5760613431592
2908,rating,3.4683182430307813
2909,categoryid,Manufacturing Tools
2909,brand,Brand_16
2909,price,852.8406733184497
2909,rating,3.0989235669825637
2910,categoryid,Industrial Equipment
2910,brand,Brand_15
2910,price,183.42769631276911
2910,rating,3.6101059198813967
2911,categoryid,Office Supplies
2911,brand,Brand_2
2911,price,459.6083211199851
2911,rating,4.752709178189743
2912,categoryid,Safety Equipment
2912,brand,Brand_5
2912,price,337.0150846859837
2912,rating,3.0047525631309595
2913,categoryid,Office Supplies
2913,brand,Brand_7
2913,price,210.1041436247128
2913,rating,4.82601587463
2914,categoryid,IT Hardware
2914,brand,Brand_1
2914,price,579.3034011654129
2914,rating,3.452680554456617
2915,categoryid,Office Supplies
2915,brand,Brand_18
2915,price,811.0161937024944
2915,rating,4.271897508148758
2916,categoryid,Industrial Equipment
2916,brand,Brand_19
2916,price,11.52574435369422
2916,rating,4.898969864341167
2917,categoryid,Safety Equipment
2917,brand,Brand_16
2917,price,101.60264386606603
2917,rating,4.408321368813092
2918,categoryid,IT Hardware
2918,brand,Brand_12
2918,price,139.65612381480412
2918,rating,3.3595901730236983
2919,categoryid,Safety Equipment
2919,brand,Brand_3
2919,price,157.24552959951174
2919,rating,4.149333423144181
2920,categoryid,Industrial Equipment
2920,brand,Brand_10
2920,price,393.35158962776444
2920,rating,4.185269373322689
2921,categoryid,Office Furniture
2921,brand,Brand_1
2921,price,10.320129580613218
2921,rating,4.904054897229552
2922,categoryid,Office Supplies
2922,brand,Brand_15
2922,price,382.7315485591672
2922,rating,3.2326086706817865
2923,categoryid,Manufacturing Tools
2923,brand,Brand_11
2923,price,784.9805473727596
2923,rating,3.292561541707191
2924,categoryid,Manufacturing Tools
2924,brand,Brand_19
2924,price,337.1347253127573
2924,rating,3.5779692631283764
2925,categoryid,Safety Equipment
2925,brand,Brand_7
2925,price,274.81557161788714
2925,rating,4.2222376818715315
2926,categoryid,Industrial Equipment
2926,brand,Brand_3
2926,price,530.7180502591086
2926,rating,4.276474259024276
2927,categoryid,Office Furniture
2927,brand,Brand_1
2927,price,503.00946141664065
2927,rating,4.3302905672105725
2928,categoryid,Office Furniture
2928,brand,Brand_15
2928,price,110.95920924976964
2928,rating,3.2720448033386784
2929,categoryid,Industrial Equipment
2929,brand,Brand_2
2929,price,87.89196832631866
2929,rating,3.93498644771945
2930,categoryid,Manufacturing Tools
2930,brand,Brand_8
2930,price,669.6370533730208
2930,rating,4.94375715039648
2931,categoryid,IT Hardware
2931,brand,Brand_11
2931,price,298.30778162835213
2931,rating,4.992770758780197
2932,categoryid,Manufacturing Tools
2932,brand,Brand_1
2932,price,308.66081412851133
2932,rating,3.071113532084617
2933,categoryid,Office Supplies
2933,brand,Brand_11
2933,price,974.9371372446063
2933,rating,3.5422730933507065
2934,categoryid,Safety Equipment
2934,brand,Brand_15
2934,price,598.7027085909436
2934,rating,4.701140997999234
2935,categoryid,Manufacturing Tools
2935,brand,Brand_1
2935,price,441.4115393273621
2935,rating,3.0811173247030066
2936,categoryid,Safety Equipment
2936,brand,Brand_17
2936,price,119.24112512190294
2936,rating,4.347250614907586
2937,categoryid,Office Furniture
2937,brand,Brand_15
2937,price,210.56615176967696
2937,rating,4.84404374163452
2938,categoryid,Office Furniture
2938,brand,Brand_4
2938,price,336.8233048262823
2938,rating,3.565267167126124
2939,categoryid,Office Furniture
2939,brand,Brand_8
2939,price,653.7746570242939
2939,rating,4.760532126284305
2940,categoryid,IT Hardware
2940,brand,Brand_3
2940,price,663.3944856212986
2940,rating,3.3512321749399434
2941,categoryid,Safety Equipment
2941,brand,Brand_7
2941,price,258.6788269850575
2941,rating,3.3896250383468
2942,categoryid,Office Furniture
2942,brand,Brand_19
2942,price,460.2255179636751
2942,rating,4.888746323304704
2943,categoryid,Office Furniture
2943,brand,Brand_18
2943,price,958.5009785359108
2943,rating,3.3115406961219285
2944,categoryid,Industrial Equipment
2944,brand,Brand_3
2944,price,948.662599976446
2944,rating,4.513900516735054
2945,categoryid,Manufacturing Tools
2945,brand,Brand_1
2945,price,341.8133739111349
2945,rating,4.460774605548555
2946,categoryid,Manufacturing Tools
2946,brand,Brand_15
2946,price,318.28566414675174
2946,rating,3.7505283710998496
2947,categoryid,Manufacturing Tools
2947,brand,Brand_3
2947,price,51.17966703061283
2947,rating,3.7486309098680204
2948,categoryid,IT Hardware
2948,brand,Brand_9
2948,price,898.1730803261426
2948,rating,4.884226162618495
2949,categoryid,IT Hardware
2949,brand,Brand_3
2949,price,647.6439769171402
2949,rating,3.4420477640678655
2950,categoryid,Manufacturing Tools
2950,brand,Brand_17
2950,price,546.6993991948298
2950,rating,4.323406870478052
2951,categoryid,Manufacturing Tools
2951,brand,Brand_14
2951,price,654.523040880492
2951,rating,4.973636491460215
2952,categoryid,Office Supplies
2952,brand,Brand_2
2952,price,424.3677530480973
2952,rating,3.5892939471736076
2953,categoryid,Industrial Equipment
2953,brand,Brand_19
2953,price,470.70342420274045
2953,rating,4.207908168926925
2954,categoryid,Office Supplies
2954,brand,Brand_19
2954,price,843.2710239584045
2954,rating,4.215998889538748
2955,categoryid,Office Furniture
2955,brand,Brand_16
2955,price,701.9467454971424
2955,rating,4.215061961328288
2956,categoryid,Office Furniture
2956,brand,Brand_16
2956,price,188.8320664707104
2956,rating,4.771407902551587
2957,categoryid,Office Supplies
2957,brand,Brand_13
2957,price,328.1607815191177
2957,rating,4.924856565931101
2958,categoryid,Office Furniture
2958,brand,Brand_17
2958,price,930.8990919986525
2958,rating,3.2669234640781335
2959,categoryid,Office Furniture
2959,brand,Brand_10
2959,price,657.1811486034911
2959,rating,3.58226745983504
2960,categoryid,Office Supplies
2960,brand,Brand_4
2960,price,703.6066801316834
2960,rating,4.47885546390631
2961,categoryid,IT Hardware
2961,brand,Brand_2
2961,price,180.63638534885584
2961,rating,3.667907942163206
2962,categoryid,IT Hardware
2962,brand,Brand_16
2962,price,997.4463810447079
2962,rating,4.998312092524733
2963,categoryid,IT Hardware
2963,brand,Brand_15
2963,price,730.3111026757925
2963,rating,3.4601049539369653
2964,categoryid,Manufacturing Tools
2964,brand,Brand_6
2964,price,312.5378925740394
2964,rating,4.737648930461506
2965,categoryid,Industrial Equipment
2965,brand,Brand_3
2965,price,426.79756440452206
2965,rating,4.760369405717264
2966,categoryid,Industrial Equipment
2966,brand,Brand_17
2966,price,363.92172855547557
2966,rating,4.543559941091717
2967,categoryid,Safety Equipment
2967,brand,Brand_17
2967,price,575.8106313489302
2967,rating,4.680701484879425
2968,categoryid,Industrial Equipment
2968,brand,Brand_7
2968,price,187.6187703608387
2968,rating,3.819450354785106
2969,categoryid,Safety Equipment
2969,brand,Brand_17
2969,price,196.44221181768637
2969,rating,4.649461591912037
2970,categoryid,Office Furniture
2970,brand,Brand_4
2970,price,971.6562759293157
2970,rating,4.293689230459952
2971,categoryid,Office Supplies
2971,brand,Brand_17
2971,price,571.6437455571372
2971,rating,3.814843817930047
2972,categoryid,IT Hardware
2972,brand,Brand_19
2972,price,573.8928636109769
2972,rating,3.8628887485552754
2973,categoryid,IT Hardware
2973,brand,Brand_18
2973,price,851.9999771785104
2973,rating,4.570661032496943
2974,categoryid,Safety Equipment
2974,brand,Brand_15
2974,price,182.2064691224371
2974,rating,3.8276902088768683
2975,categoryid,Office Supplies
2975,brand,Brand_3
2975,price,963.7923887089031
2975,rating,4.591477176618529
2976,categoryid,IT Hardware
2976,brand,Brand_15
2976,price,235.7903850975417
2976,rating,3.312209475592408
2977,categoryid,Office Supplies
2977,brand,Brand_3
2977,price,212.7514169388248
2977,rating,4.990146321727418
2978,categoryid,Office Furniture
2978,brand,Brand_2
2978,price,78.29834785904947
2978,rating,3.171703282858014
2979,categoryid,IT Hardware
2979,brand,Brand_1
2979,price,642.106954549122
2979,rating,4.374265912323107
2980,categoryid,IT Hardware
2980,brand,Brand_3
2980,price,560.8559397589831
2980,rating,3.6870505980490957
2981,categoryid,IT Hardware
2981,brand,Brand_10
2981,price,450.10138322539535
2981,rating,4.500374767980332
2982,categoryid,Industrial Equipment
2982,brand,Brand_3
2982,price,942.1182139796048
2982,rating,3.020995605003301
2983,categoryid,Office Furniture
2983,brand,Brand_8
2983,price,503.187890153695
2983,rating,4.764444210214815
2984,categoryid,Manufacturing Tools
2984,brand,Brand_19
2984,price,948.3573961192415
2984,rating,3.41169631794582
2985,categoryid,Office Supplies
2985,brand,Brand_10
2985,price,563.9371267930993
2985,rating,4.543537498059835
2986,categoryid,Industrial Equipment
2986,brand,Brand_14
2986,price,93.80650303026073
2986,rating,3.633242481998428
2987,categoryid,Industrial Equipment
2987,brand,Brand_19
2987,price,843.1558054474995
2987,rating,4.6907084195619095
2988,categoryid,Manufacturing Tools
2988,brand,Brand_2
2988,price,110.04816693275886
2988,rating,3.2478692533303644
2989,categoryid,Safety Equipment
2989,brand,Brand_5
2989,price,782.8777344009217
2989,rating,3.674800350037274
2990,categoryid,Manufacturing Tools
2990,brand,Brand_19
2990,price,87.11206603718479
2990,rating,3.5095446068264904
2991,categoryid,Safety Equipment
2991,brand,Brand_14
2991,price,982.6981899713519
2991,rating,3.939970753557719
2992,categoryid,Safety Equipment
2992,brand,Brand_18
2992,price,460.86485973134774
2992,rating,3.360258455529852
2993,categoryid,IT Hardware
2993,brand,Brand_13
2993,price,686.0332791588131
2993,rating,3.993094490117259
2994,categoryid,Safety Equipment
2994,brand,Brand_14
2994,price,461.22611011248773
2994,rating,3.043508903855014
2995,categoryid,Office Supplies
2995,brand,Brand_16
2995,price,772.8435082526602
2995,rating,4.233861928553225
2996,categoryid,IT Hardware
2996,brand,Brand_3
2996,price,496.18978715054936
2996,rating,3.6869248096456846
2997,categoryid,Manufacturing Tools
2997,brand,Brand_7
2997,price,658.9269510630729
2997,rating,3.9742715685786583
2998,categoryid,Industrial Equipment
2998,brand,Brand_19
2998,price,307.50567716249157
2998,rating,3.330511103590985
2999,categoryid,Safety Equipment
2999,brand,Brand_11
2999,price,785.8149642295796
2999,rating,3.1383738880129943
3000,categoryid,Manufacturing Tools
3000,brand,Brand_1
3000,price,140.61963951866326
3000,rating,4.1385608258092725
3001,categoryid,Manufacturing Tools
3001,brand,Brand_12
3001,price,413.36852352500824
3001,rating,4.3682201792272135
3002,categoryid,Office Supplies
3002,brand,Brand_17
3002,price,652.016620181581
3002,rating,3.408367756259407
3003,categoryid,Safety Equipment
3003,brand,Brand_9
3003,price,224.9067112390468
3003,rating,3.7684004037046206
3004,categoryid,Office Supplies
3004,brand,Brand_6
3004,price,653.9049447223498
3004,rating,4.730772553201117
3005,categoryid,Industrial Equipment
3005,brand,Brand_9
3005,price,826.1098917502832
3005,rating,3.448375984247661
3006,categoryid,Office Furniture
3006,brand,Brand_18
3006,price,828.4104244293568
3006,rating,4.870484711531834
3007,categoryid,Office Furniture
3007,brand,Brand_1
3007,price,604.7708063278778
3007,rating,3.9534914233735208
3008,categoryid,Office Furniture
3008,brand,Brand_1
3008,price,534.1209243820399
3008,rating,3.01919859073005
3009,categoryid,Industrial Equipment
3009,brand,Brand_13
3009,price,690.1390663910166
3009,rating,4.4666577831726
3010,categoryid,Safety Equipment
3010,brand,Brand_2
3010,price,721.0331325100358
3010,rating,4.050302970921304
3011,categoryid,Office Supplies
3011,brand,Brand_9
3011,price,696.170027870147
3011,rating,4.980294821834958
3012,categoryid,Manufacturing Tools
3012,brand,Brand_6
3012,price,868.8926317928658
3012,rating,3.323953292875052
3013,categoryid,Office Furniture
3013,brand,Brand_4
3013,price,558.7630785197032
3013,rating,3.8560407790434406
3014,categoryid,IT Hardware
3014,brand,Brand_18
3014,price,382.45000224398075
3014,rating,4.380830055705081
3015,categoryid,Office Furniture
3015,brand,Brand_6
3015,price,883.7861175058384
3015,rating,3.1672373643923164
3016,categoryid,Industrial Equipment
3016,brand,Brand_12
3016,price,913.6863310036142
3016,rating,3.1334089430573853
3017,categoryid,Safety Equipment
3017,brand,Brand_16
3017,price,762.6141635132584
3017,rating,4.839684364395861
3018,categoryid,Manufacturing Tools
3018,brand,Brand_18
3018,price,152.32054785410602
3018,rating,3.4909238599620256
3019,categoryid,Safety Equipment
3019,brand,Brand_16
3019,price,750.5716482482563
3019,rating,3.4283745300867086
3020,categoryid,Safety Equipment
3020,brand,Brand_2
3020,price,327.5494234689938
3020,rating,3.9298213565761078
3021,categoryid,Industrial Equipment
3021,brand,Brand_16
3021,price,371.97865522906767
3021,rating,3.7619158801009247
3022,categoryid,Safety Equipment
3022,brand,Brand_13
3022,price,276.2273304857077
3022,rating,3.2218897402066373
3023,categoryid,Office Supplies
3023,brand,Brand_14
3023,price,786.8281724298962
3023,rating,3.074579525339824
3024,categoryid,Manufacturing Tools
3024,brand,Brand_2
3024,price,530.3133300576405
3024,rating,3.4129183122871067
3025,categoryid,Office Furniture
3025,brand,Brand_7
3025,price,336.5623262621018
3025,rating,4.938968862902758
3026,categoryid,Office Furniture
3026,brand,Brand_7
3026,price,366.1977455968714
3026,rating,3.4528845216481576
3027,categoryid,Industrial Equipment
3027,brand,Brand_12
3027,price,18.064602653785716
3027,rating,4.258310791297879
3028,categoryid,Manufacturing Tools
3028,brand,Brand_4
3028,price,358.8759829595618
3028,rating,3.2150862100310844
3029,categoryid,IT Hardware
3029,brand,Brand_13
3029,price,513.0639359090898
3029,rating,4.4895330802462885
3030,categoryid,Office Supplies
3030,brand,Brand_11
3030,price,971.3154325153197
3030,rating,3.445260190520119
3031,categoryid,Industrial Equipment
3031,brand,Brand_5
3031,price,539.4673751803199
3031,rating,4.752429603845277
3032,categoryid,Manufacturing Tools
3032,brand,Brand_1
3032,price,226.35124664245106
3032,rating,4.148868627108204
3033,categoryid,IT Hardware
3033,brand,Brand_13
3033,price,600.4895437165399
3033,rating,3.231917134878021
3034,categoryid,Industrial Equipment
3034,brand,Brand_10
3034,price,408.5933802653025
3034,rating,4.155210018293862
3035,categoryid,Office Supplies
3035,brand,Brand_4
3035,price,876.24846408278
3035,rating,4.756378443458722
3036,categoryid,Industrial Equipment
3036,brand,Brand_15
3036,price,266.51726948242776
3036,rating,4.6481681982720335
3037,categoryid,Office Supplies
3037,brand,Brand_10
3037,price,945.2699541056406
3037,rating,3.0267619493807123
3038,categoryid,Safety Equipment
3038,brand,Brand_4
3038,price,451.0421776608659
3038,rating,3.9540697127714712
3039,categoryid,Office Supplies
3039,brand,Brand_17
3039,price,118.7494705602525
3039,rating,4.317084636185005
3040,categoryid,Manufacturing Tools
3040,brand,Brand_11
3040,price,448.7792121131148
3040,rating,4.478621921448818
3041,categoryid,Safety Equipment
3041,brand,Brand_7
3041,price,592.2984815170216
3041,rating,3.405067615558023
3042,categoryid,IT Hardware
3042,brand,Brand_16
3042,price,923.4405444409764
3042,rating,3.478159266621571
3043,categoryid,Office Supplies
3043,brand,Brand_1
3043,price,832.6534815310387
3043,rating,4.336364933033624
3044,categoryid,Safety Equipment
3044,brand,Brand_17
3044,price,348.46184692128924
3044,rating,4.619885379848963
3045,categoryid,Safety Equipment
3045,brand,Brand_8
3045,price,312.5904786072769
3045,rating,3.0380626861868327
3046,categoryid,Office Supplies
3046,brand,Brand_4
3046,price,538.4494908225009
3046,rating,3.811059934657293
3047,categoryid,Office Furniture
3047,brand,Brand_6
3047,price,221.74206993483693
3047,rating,3.6663196414775356
3048,categoryid,Industrial Equipment
3048,brand,Brand_1
3048,price,127.90003804474532
3048,rating,4.339199626915178
3049,categoryid,Office Supplies
3049,brand,Brand_19
3049,price,375.1136641664552
3049,rating,4.797804761227243
3050,categoryid,Industrial Equipment
3050,brand,Brand_8
3050,price,830.8020447136313
3050,rating,4.016419065776478
3051,categoryid,Safety Equipment
3051,brand,Brand_14
3051,price,779.7112685535338
3051,rating,3.3201818845193363
3052,categoryid,Industrial Equipment
3052,brand,Brand_16
3052,price,395.56270582893
3052,rating,3.436388449478926
3053,categoryid,Office Supplies
3053,brand,Brand_16
3053,price,846.4106790208409
3053,rating,3.858228885398308
3054,categoryid,IT Hardware
3054,brand,Brand_6
3054,price,14.437037872093132
3054,rating,3.769900417100506
3055,categoryid,Office Furniture
3055,brand,Brand_5
3055,price,840.0176263106038
3055,rating,4.412840510658005
3056,categoryid,Office Furniture
3056,brand,Brand_11
3056,price,359.8847127645072
3056,rating,4.361658151531898
3057,categoryid,Office Supplies
3057,brand,Brand_1
3057,price,707.8106502964813
3057,rating,3.126218301968355
3058,categoryid,Manufacturing Tools
3058,brand,Brand_3
3058,price,959.1200545791354
3058,rating,4.5667607567440465
3059,categoryid,Office Supplies
3059,brand,Brand_15
3059,price,488.0661450123245
3059,rating,3.747025010507927
3060,categoryid,Office Supplies
3060,brand,Brand_17
3060,price,730.1277655364422
3060,rating,4.798443835726224
3061,categoryid,IT Hardware
3061,brand,Brand_3
3061,price,126.32247674896965
3061,rating,3.6876811439041237
3062,categoryid,IT Hardware
3062,brand,Brand_3
3062,price,851.7651294690262
3062,rating,3.606080439526735
3063,categoryid,Industrial Equipment
3063,brand,Brand_11
3063,price,420.7223459422297
3063,rating,3.0028086861585055
3064,categoryid,Manufacturing Tools
3064,brand,Brand_13
3064,price,52.19095980269316
3064,rating,3.736502011817044
3065,categoryid,Office Supplies
3065,brand,Brand_8
3065,price,304.0766260631787
3065,rating,4.5101276970136785
3066,categoryid,Office Supplies
3066,brand,Brand_13
3066,price,879.5757848759969
3066,rating,3.0722771869876007
3067,categoryid,Office Furniture
3067,brand,Brand_9
3067,price,529.7536480944558
3067,rating,3.574086750978166
3068,categoryid,Manufacturing Tools
3068,brand,Brand_13
3068,price,19.444853988172618
3068,rating,3.3428155238731723
3069,categoryid,Industrial Equipment
3069,brand,Brand_5
3069,price,454.6707168388542
3069,rating,4.966344981764444
3070,categoryid,Office Furniture
3070,brand,Brand_8
3070,price,869.8694472378659
3070,rating,4.071295523561419
3071,categoryid,Office Supplies
3071,brand,Brand_6
3071,price,910.3897241389817
3071,rating,3.921426590542601
3072,categoryid,Office Furniture
3072,brand,Brand_16
3072,price,413.61411475368357
3072,rating,4.4682993188016535
3073,categoryid,IT Hardware
3073,brand,Brand_15
3073,price,526.2789630569504
3073,rating,3.420336369293958
3074,categoryid,Safety Equipment
3074,brand,Brand_15
3074,price,628.5133236443401
3074,rating,3.4734203622489206
3075,categoryid,Manufacturing Tools
3075,brand,Brand_1
3075,price,921.4056656118341
3075,rating,3.625835715079557
3076,categoryid,IT Hardware
3076,brand,Brand_16
3076,price,966.0180279795565
3076,rating,3.6725237860641986
3077,categoryid,Manufacturing Tools
3077,brand,Brand_11
3077,price,925.8140256723183
3077,rating,3.9589281646098122
3078,categoryid,Industrial Equipment
3078,brand,Brand_13
3078,price,148.98918312816645
3078,rating,4.684141900732559
3079,categoryid,Manufacturing Tools
3079,brand,Brand_13
3079,price,537.2021788372087
3079,rating,4.746807142499756
3080,categoryid,Office Supplies
3080,brand,Brand_14
3080,price,729.6897328301242
3080,rating,3.3817253886600867
3081,categoryid,Office Furniture
3081,brand,Brand_5
3081,price,415.34066915705455
3081,rating,3.6095840351422552
3082,categoryid,Manufacturing Tools
3082,brand,Brand_12
3082,price,465.4644124261916
3082,rating,4.435629388840077
3083,categoryid,Industrial Equipment
3083,brand,Brand_17
3083,price,803.5334353876614
3083,rating,4.21154862354744
3084,categoryid,Office Furniture
3084,brand,Brand_9
3084,price,998.3876076343932
3084,rating,3.866529576073434
3085,categoryid,Safety Equipment
3085,brand,Brand_7
3085,price,719.9257292977715
3085,rating,3.244864759322017
3086,categoryid,Office Furniture
3086,brand,Brand_16
3086,price,641.5840142374685
3086,rating,4.5192345759705
3087,categoryid,Safety Equipment
3087,brand,Brand_5
3087,price,774.6802658785016
3087,rating,3.7964422573857624
3088,categoryid,Industrial Equipment
3088,brand,Brand_19
3088,price,981.9844942397999
3088,rating,3.217108422824162
3089,categoryid,Office Furniture
3089,brand,Brand_9
3089,price,569.4655705870284
3089,rating,3.783142857844899
3090,categoryid,IT Hardware
3090,brand,Brand_3
3090,price,788.1419850696171
3090,rating,3.909129591839337
3091,categoryid,Manufacturing Tools
3091,brand,Brand_19
3091,price,819.8800526225111
3091,rating,3.3316471689575486
3092,categoryid,Manufacturing Tools
3092,brand,Brand_13
3092,price,916.5689531548629
3092,rating,4.053403189757278
3093,categoryid,Office Furniture
3093,brand,Brand_1
3093,price,808.3977431510318
3093,rating,3.9030888191352515
3094,categoryid,Industrial Equipment
3094,brand,Brand_10
3094,price,808.0131087284744
3094,rating,3.2059468933757045
3095,categoryid,Industrial Equipment
3095,brand,Brand_16
3095,price,469.4930590422809
3095,rating,3.129413601111639
3096,categoryid,Office Furniture
3096,brand,Brand_11
3096,price,68.881409398271
3096,rating,4.831605371919777
3097,categoryid,Office Furniture
3097,brand,Brand_12
3097,price,389.33489543063956
3097,rating,3.9423821688590976
3098,categoryid,Office Furniture
3098,brand,Brand_9
3098,price,392.79173703208727
3098,rating,4.612497270300036
3099,categoryid,IT Hardware
3099,brand,Brand_7
3099,price,557.6516832663274
3099,rating,4.862476595791784
3100,categoryid,Manufacturing Tools
3100,brand,Brand_6
3100,price,738.5860866810007
3100,rating,4.158674519029129
3101,categoryid,IT Hardware
3101,brand,Brand_6
3101,price,680.2371820213111
3101,rating,4.0102227407447595
3102,categoryid,Industrial Equipment
3102,brand,Brand_16
3102,price,642.6582962136438
3102,rating,3.2401532263893085
3103,categoryid,Safety Equipment
3103,brand,Brand_19
3103,price,950.94995860347
3103,rating,4.932261909231736
3104,categoryid,Manufacturing Tools
3104,brand,Brand_7
3104,price,146.13834946874212
3104,rating,4.981839943463962
3105,categoryid,Office Furniture
3105,brand,Brand_5
3105,price,886.0297608002127
3105,rating,3.499134571857833
3106,categoryid,Industrial Equipment
3106,brand,Brand_15
3106,price,290.40126799236305
3106,rating,3.2690212595439174
3107,categoryid,Office Furniture
3107,brand,Brand_7
3107,price,431.8694690703808
3107,rating,4.498810113760537
3108,categoryid,Office Supplies
3108,brand,Brand_16
3108,price,927.8922849266894
3108,rating,4.407777729239367
3109,categoryid,Safety Equipment
3109,brand,Brand_1
3109,price,876.323170216325
3109,rating,3.580512687915298
3110,categoryid,Industrial Equipment
3110,brand,Brand_18
3110,price,622.1740314157122
3110,rating,3.948517088304065
3111,categoryid,Safety Equipment
3111,brand,Brand_1
3111,price,364.2679555086798
3111,rating,3.679569691733467
3112,categoryid,Manufacturing Tools
3112,brand,Brand_12
3112,price,319.32684705633346
3112,rating,4.774682143181617
3113,categoryid,Industrial Equipment
3113,brand,Brand_6
3113,price,44.05845459850978
3113,rating,3.142240600786133
3114,categoryid,Manufacturing Tools
3114,brand,Brand_2
3114,price,76.35658982525855
3114,rating,4.390626937266736
3115,categoryid,Industrial Equipment
3115,brand,Brand_15
3115,price,353.4706993413407
3115,rating,4.9174673510512115
3116,categoryid,Manufacturing Tools
3116,brand,Brand_11
3116,price,114.61110993904899
3116,rating,4.117013158443884
3117,categoryid,Office Furniture
3117,brand,Brand_5
3117,price,428.8886320927195
3117,rating,4.099247015959124
3118,categoryid,Office Furniture
3118,brand,Brand_11
3118,price,79.83867414965134
3118,rating,3.5947455765885015
3119,categoryid,Industrial Equipment
3119,brand,Brand_12
3119,price,639.7377482362425
3119,rating,3.978836556984693
3120,categoryid,IT Hardware
3120,brand,Brand_1
3120,price,125.1549588619155
3120,rating,3.284598513451169
3121,categoryid,Office Supplies
3121,brand,Brand_14
3121,price,234.7407102469083
3121,rating,4.905378958753189
3122,categoryid,Industrial Equipment
3122,brand,Brand_11
3122,price,762.8650522681435
